,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
3367,3367,instigador,instigador,sing,2,default,0.0003758375823963,plural,plural,son,es,[MASK] instigador [MASK],"[CLS] , [MASK] , insti , ##gador , [MASK] , [SEP]",non_morphemic,7.886353469608568,2.9728264074762984,-2.9728264074764073
3369,3369,instigador,instigadores,plur,2,default,0.0126312999054789,plural,plural,son,es,[MASK] instigadores [MASK],"[CLS] , [MASK] , insti , ##gadores , [MASK] , [SEP]",non_morphemic,4.371577425866842,-2.8790283044673997,2.8790283044675307
3371,3371,instigador,instigador##es,plur,3,artificial,0.0153624545782804,plural,plural,son,es,[MASK] instigador##es [MASK],"[CLS] , [MASK] , insti , ##gador , ##es , [MASK] , [SEP]",non_morphemic,4.175828760756327,-3.1554188324593264,3.1554188324593433
3373,3373,salvamento,salvamento,sing,2,default,0.0007895486778579,plural,plural,son,s,[MASK] salvamento [MASK],"[CLS] , [MASK] , salva , ##mento , [MASK] , [SEP]",non_morphemic,7.144049069604395,1.3724703862570706,-1.3724703862571515
3375,3375,salvamento,salvamentos,plur,2,default,0.0031014147680252,plural,plural,son,s,[MASK] salvamentos [MASK],"[CLS] , [MASK] , salva , ##mentos , [MASK] , [SEP]",non_morphemic,5.775896894816898,-1.0114679860648215,1.011467986064814
3377,3377,salvamento,salvamento##s,plur,3,artificial,0.0025989373680204,plural,plural,son,s,[MASK] salvamento##s [MASK],"[CLS] , [MASK] , salva , ##mento , ##s , [MASK] , [SEP]",non_morphemic,5.952652622104725,-0.9810575762624714,0.98105757626248
3379,3379,cuartelillo,cuartelillo,sing,2,default,0.0011650376254692,plural,plural,son,s,[MASK] cuartelillo [MASK],"[CLS] , [MASK] , cuartel , ##illo , [MASK] , [SEP]",non_morphemic,6.755001895945852,2.366851858634038,-2.366851858634094
3381,3381,cuartelillo,cuartelillos,plur,2,default,0.0163362268358469,plural,plural,son,s,[MASK] cuartelillos [MASK],"[CLS] , [MASK] , cuartel , ##illos , [MASK] , [SEP]",non_morphemic,4.114370132014281,-2.4884019699284856,2.488401969928543
3383,3383,cuartelillo,cuartelillo##s,plur,3,artificial,0.011953180655837,plural,plural,son,s,[MASK] cuartelillo##s [MASK],"[CLS] , [MASK] , cuartel , ##illo , ##s , [MASK] , [SEP]",non_morphemic,4.4267578723515095,-2.361242782863928,2.3612427828639313
3385,3385,informador,informador,sing,2,default,5.3267918701749295e-05,plural,plural,son,es,[MASK] informador [MASK],"[CLS] , [MASK] , informado , ##r , [MASK] , [SEP]",non_morphemic,9.84017630853735,3.114652116841656,-3.1146521168415924
3387,3387,informador,informadores,plur,2,default,0.0010789374355226,plural,plural,son,es,[MASK] informadores [MASK],"[CLS] , [MASK] , informado , ##res , [MASK] , [SEP]",non_morphemic,6.831778578147526,-1.9261431885421683,1.9261431885421396
3389,3389,informador,informador##es,plur,3,artificial,0.0018997060833498,plural,plural,son,es,[MASK] informador##es [MASK],"[CLS] , [MASK] , informado , ##r , ##es , [MASK] , [SEP]",non_morphemic,6.26605609774968,-1.6669968920968516,1.6669968920970781
3391,3391,cántico,cántico,sing,2,default,0.000819944019895,plural,plural,son,s,[MASK] cántico [MASK],"[CLS] , [MASK] , cán , ##tico , [MASK] , [SEP]",non_morphemic,7.106274488457045,3.052131649386153,-3.052131649386208
3393,3393,cántico,cánticos,plur,2,default,0.0243641324341297,plural,plural,son,s,[MASK] cánticos [MASK],"[CLS] , [MASK] , cán , ##ticos , [MASK] , [SEP]",non_morphemic,3.714643210374596,-2.7570639225640075,2.7570639225640705
3395,3395,cántico,cántico##s,plur,3,artificial,0.0164217315614223,plural,plural,son,s,[MASK] cántico##s [MASK],"[CLS] , [MASK] , cán , ##tico , ##s , [MASK] , [SEP]",non_morphemic,4.109149726107162,-2.7832536357039936,2.7832536357040008
3397,3397,despiste,despiste,sing,2,default,0.0009022013400681,plural,plural,son,s,[MASK] despiste [MASK],"[CLS] , [MASK] , despi , ##ste , [MASK] , [SEP]",non_morphemic,7.010672847657307,2.698447781164684,-2.6984477811647194
3399,3399,despiste,despistes,plur,2,default,0.0141892051324248,plural,plural,son,s,[MASK] despistes [MASK],"[CLS] , [MASK] , despi , ##stes , [MASK] , [SEP]",non_morphemic,4.2552738054168575,-2.114168177060445,2.114168177060467
3401,3401,despiste,despiste##s,plur,3,artificial,0.0061973128467798,plural,plural,son,s,[MASK] despiste##s [MASK],"[CLS] , [MASK] , despi , ##ste , ##s , [MASK] , [SEP]",non_morphemic,5.083639492690843,0.3454499614146931,-0.3454499614146906
3403,3403,protagonismo,protagonismo,sing,2,default,0.0008149326895363,plural,plural,son,s,[MASK] protagonismo [MASK],"[CLS] , [MASK] , protagon , ##ismo , [MASK] , [SEP]",non_morphemic,7.112405037660049,2.2867494154379715,-2.286749415438044
3405,3405,protagonismo,protagonismos,plur,2,default,0.006435964256525,plural,plural,son,s,[MASK] protagonismos [MASK],"[CLS] , [MASK] , protagon , ##ismos , [MASK] , [SEP]",non_morphemic,5.045853603545943,-2.008759459052855,2.0087594590528903
3407,3407,protagonismo,protagonismo##s,plur,3,artificial,0.0037346535827964,plural,plural,son,s,[MASK] protagonismo##s [MASK],"[CLS] , [MASK] , protagon , ##ismo , ##s , [MASK] , [SEP]",non_morphemic,5.590100213615415,-1.3751954838785085,1.375195483878539
3409,3409,oyente,oyente,sing,2,default,0.0004888750845566,plural,plural,son,s,[MASK] oyente [MASK],"[CLS] , [MASK] , oyen , ##te , [MASK] , [SEP]",non_morphemic,7.623403551926935,1.9069620319252163,-1.906962031925284
3411,3411,oyente,oyentes,plur,2,default,0.0060596331022679,plural,plural,son,s,[MASK] oyentes [MASK],"[CLS] , [MASK] , oyen , ##tes , [MASK] , [SEP]",non_morphemic,5.106106024913988,-2.337069030746365,2.3370690307464153
3413,3413,oyente,oyente##s,plur,3,artificial,0.0056393202394247,plural,plural,son,s,[MASK] oyente##s [MASK],"[CLS] , [MASK] , oyen , ##te , ##s , [MASK] , [SEP]",non_morphemic,5.177991745660579,-1.418497106460431,1.4184971064604786
3415,3415,dígito,dígito,sing,2,default,0.0005911178304813,plural,plural,son,s,[MASK] dígito [MASK],"[CLS] , [MASK] , dígi , ##to , [MASK] , [SEP]",non_morphemic,7.433495185673693,2.9118684668389543,-2.911868466839082
3417,3417,dígito,dígitos,plur,2,default,0.0098284520208835,plural,plural,son,s,[MASK] dígitos [MASK],"[CLS] , [MASK] , dígi , ##tos , [MASK] , [SEP]",non_morphemic,4.6224738322099626,-1.0739703612339353,1.0739703612339409
3419,3419,dígito,dígito##s,plur,3,artificial,0.0092040905728936,plural,plural,son,s,[MASK] dígito##s [MASK],"[CLS] , [MASK] , dígi , ##to , ##s , [MASK] , [SEP]",non_morphemic,4.688107266256217,-0.8055920430745953,0.8055920430746114
3421,3421,correría,correría,sing,2,default,0.0001314012770308,plural,plural,son,s,[MASK] correría [MASK],"[CLS] , [MASK] , correr , ##ía , [MASK] , [SEP]",non_morphemic,8.937254733309405,2.1638127395831237,-2.163812739583251
3423,3423,correría,correrías,plur,2,default,0.0051946863532066,plural,plural,son,s,[MASK] correrías [MASK],"[CLS] , [MASK] , correr , ##ías , [MASK] , [SEP]",non_morphemic,5.260119030997244,-2.6783051750349154,2.6783051750350295
3425,3425,correría,correría##s,plur,3,artificial,0.0039306585676968,plural,plural,son,s,[MASK] correría##s [MASK],"[CLS] , [MASK] , correr , ##ía , ##s , [MASK] , [SEP]",non_morphemic,5.538948292662442,-1.8123077608346945,1.8123077608346996
3427,3427,infante,infante,sing,2,default,0.000164265584317,plural,plural,son,s,[MASK] infante [MASK],"[CLS] , [MASK] , infan , ##te , [MASK] , [SEP]",non_morphemic,8.714026023413863,3.3954319280274996,-3.3954319280277163
3429,3429,infante,infantes,plur,2,default,0.0047689084894955,plural,plural,son,s,[MASK] infantes [MASK],"[CLS] , [MASK] , infan , ##tes , [MASK] , [SEP]",non_morphemic,5.345637828465059,-1.4274935693695214,1.4274935693695427
3431,3431,infante,infante##s,plur,3,artificial,0.0034767990000545,plural,plural,son,s,[MASK] infante##s [MASK],"[CLS] , [MASK] , infan , ##te , ##s , [MASK] , [SEP]",non_morphemic,5.661643236067247,-0.11492059907105023,0.11492059907105077
3433,3433,cereza,cereza,sing,2,default,0.0007560074445791,plural,plural,son,s,[MASK] cereza [MASK],"[CLS] , [MASK] , cere , ##za , [MASK] , [SEP]",non_morphemic,7.187459334506302,2.814928476793762,-2.8149284767938303
3435,3435,cereza,cerezas,plur,2,default,0.0166137814521789,plural,plural,son,s,[MASK] cerezas [MASK],"[CLS] , [MASK] , cere , ##zas , [MASK] , [SEP]",non_morphemic,4.097522720089062,-2.376179695465729,2.3761796954657894
3437,3437,cereza,cereza##s,plur,3,artificial,0.0119076827540993,plural,plural,son,s,[MASK] cereza##s [MASK],"[CLS] , [MASK] , cere , ##za , ##s , [MASK] , [SEP]",non_morphemic,4.430571477592686,-2.1953897776024407,2.1953897776024602
3439,3439,cana,cana,sing,2,default,0.0002521858259569,plural,plural,son,s,[MASK] cana [MASK],"[CLS] , [MASK] , can , ##a , [MASK] , [SEP]",non_morphemic,8.28534433761082,2.776201330147771,-2.7762013301481008
3441,3441,cana,canas,plur,2,default,0.0034954468719661,plural,plural,son,s,[MASK] canas [MASK],"[CLS] , [MASK] , can , ##as , [MASK] , [SEP]",non_morphemic,5.656294051107536,-2.0112557013083148,2.01125570130849
3443,3443,cana,cana##s,plur,3,artificial,0.0021256364416331,plural,plural,son,s,[MASK] cana##s [MASK],"[CLS] , [MASK] , can , ##a , ##s , [MASK] , [SEP]",non_morphemic,6.153684019502521,0.11064533717199687,-0.11064533717198932
3445,3445,jurista,jurista,sing,2,default,8.736737800063565e-05,plural,plural,son,s,[MASK] jurista [MASK],"[CLS] , [MASK] , juris , ##ta , [MASK] , [SEP]",non_morphemic,9.345388594398331,2.9854774525511356,-2.9854774525511147
3447,3447,jurista,juristas,plur,2,default,0.0035956481005996,plural,plural,son,s,[MASK] juristas [MASK],"[CLS] , [MASK] , juris , ##tas , [MASK] , [SEP]",non_morphemic,5.628031025726395,-3.0547061338736636,3.0547061338740598
3449,3449,jurista,jurista##s,plur,3,artificial,0.0060391905717551,plural,plural,son,s,[MASK] jurista##s [MASK],"[CLS] , [MASK] , juris , ##ta , ##s , [MASK] , [SEP]",non_morphemic,5.109485287314543,-1.9469322948042862,1.946932294804306
3451,3451,centenario,centenario,sing,2,default,0.0002113104419549,plural,plural,son,s,[MASK] centenario [MASK],"[CLS] , [MASK] , centen , ##ario , [MASK] , [SEP]",non_morphemic,8.46218221688702,2.492878908704183,-2.492878908704604
3453,3453,centenario,centenarios,plur,2,default,0.00197977386415,plural,plural,son,s,[MASK] centenarios [MASK],"[CLS] , [MASK] , centen , ##arios , [MASK] , [SEP]",non_morphemic,6.224772650823383,-1.4488019846319489,1.4488019846319913
3455,3455,centenario,centenario##s,plur,3,artificial,0.0022943888325244,plural,plural,son,s,[MASK] centenario##s [MASK],"[CLS] , [MASK] , centen , ##ario , ##s , [MASK] , [SEP]",non_morphemic,6.07728877484574,-0.7573481133720783,0.7573481133721515
3457,3457,tópico,tópico,sing,2,default,0.0010003992356359,plural,plural,son,s,[MASK] tópico [MASK],"[CLS] , [MASK] , tó , ##pico , [MASK] , [SEP]",non_morphemic,6.907356123019483,2.4513411630658064,-2.451341163065898
3459,3459,tópico,tópicos,plur,2,default,0.0173913817852735,plural,plural,son,s,[MASK] tópicos [MASK],"[CLS] , [MASK] , tó , ##picos , [MASK] , [SEP]",non_morphemic,4.0517804951599885,-2.4573684213502345,2.457368421350281
3461,3461,tópico,tópico##s,plur,3,artificial,0.0081261117011308,plural,plural,son,s,[MASK] tópico##s [MASK],"[CLS] , [MASK] , tó , ##pico , ##s , [MASK] , [SEP]",non_morphemic,4.812672735371421,-2.2313274662633145,2.2313274662634024
3463,3463,enclave,enclave,sing,2,default,0.0013623518170788,plural,plural,son,s,[MASK] enclave [MASK],"[CLS] , [MASK] , encla , ##ve , [MASK] , [SEP]",non_morphemic,6.598542795448704,2.2226076569196556,-2.2226076569197137
3465,3465,enclave,enclaves,plur,2,default,0.0037680938839912,plural,plural,son,s,[MASK] enclaves [MASK],"[CLS] , [MASK] , encla , ##ves , [MASK] , [SEP]",non_morphemic,5.581186006444866,-2.115045066506328,2.1150450665063483
3467,3467,enclave,enclave##s,plur,3,artificial,0.0031906289514154,plural,plural,son,s,[MASK] enclave##s [MASK],"[CLS] , [MASK] , encla , ##ve , ##s , [MASK] , [SEP]",non_morphemic,5.747537218166434,-0.8349567317252893,0.8349567317252954
3469,3469,festejo,festejo,sing,2,default,0.0008622116292826,plural,plural,son,s,[MASK] festejo [MASK],"[CLS] , [MASK] , feste , ##jo , [MASK] , [SEP]",non_morphemic,7.056009807824452,2.9916234794764405,-2.991623479476534
3471,3471,festejo,festejos,plur,2,default,0.0123609425500035,plural,plural,son,s,[MASK] festejos [MASK],"[CLS] , [MASK] , feste , ##jos , [MASK] , [SEP]",non_morphemic,4.393213571769192,-2.921717673092255,2.9217176730923473
3473,3473,festejo,festejo##s,plur,3,artificial,0.0177861507982015,plural,plural,son,s,[MASK] festejo##s [MASK],"[CLS] , [MASK] , feste , ##jo , ##s , [MASK] , [SEP]",non_morphemic,4.029335169563089,-2.4660229489876313,2.4660229489876553
3475,3475,lavabo,lavabo,sing,2,default,0.0007910517742857,plural,plural,son,s,[MASK] lavabo [MASK],"[CLS] , [MASK] , lava , ##bo , [MASK] , [SEP]",non_morphemic,7.142147138121544,1.8481597656564892,-1.8481597656565312
3477,3477,lavabo,lavabos,plur,2,default,0.0166096426546573,plural,plural,son,s,[MASK] lavabos [MASK],"[CLS] , [MASK] , lava , ##bos , [MASK] , [SEP]",non_morphemic,4.097771869456069,-1.9231238009258158,1.9231238009258285
3479,3479,lavabo,lavabo##s,plur,3,artificial,0.0046123336069285,plural,plural,son,s,[MASK] lavabo##s [MASK],"[CLS] , [MASK] , lava , ##bo , ##s , [MASK] , [SEP]",non_morphemic,5.379021344644814,-1.8877454361463384,1.8877454361464021
3481,3481,cristalera,cristalera,sing,2,default,0.0003624668170232,plural,plural,son,s,[MASK] cristalera [MASK],"[CLS] , [MASK] , cristal , ##era , [MASK] , [SEP]",non_morphemic,7.922577627105772,2.412842245084577,-2.4128422450846667
3483,3483,cristalera,cristaleras,plur,2,default,0.0046151587739586,plural,plural,son,s,[MASK] cristaleras [MASK],"[CLS] , [MASK] , cristal , ##eras , [MASK] , [SEP]",non_morphemic,5.3784090077277495,-2.378498144156932,2.3784981441569166
3485,3485,cristalera,cristalera##s,plur,3,artificial,0.0039472747594118,plural,plural,son,s,[MASK] cristalera##s [MASK],"[CLS] , [MASK] , cristal , ##era , ##s , [MASK] , [SEP]",non_morphemic,5.534729872509446,-2.407779605413979,2.4077796054139955
3487,3487,pegatina,pegatina,sing,2,default,0.0008166540646925,plural,plural,son,s,[MASK] pegatina [MASK],"[CLS] , [MASK] , pega , ##tina , [MASK] , [SEP]",non_morphemic,7.110294974201376,2.599519731132136,-2.599519731132202
3489,3489,pegatina,pegatinas,plur,2,default,0.0123163014650344,plural,plural,son,s,[MASK] pegatinas [MASK],"[CLS] , [MASK] , pega , ##tinas , [MASK] , [SEP]",non_morphemic,4.396831571707721,-2.404438110946944,2.404438110947022
3491,3491,pegatina,pegatina##s,plur,3,artificial,0.0091741178184747,plural,plural,son,s,[MASK] pegatina##s [MASK],"[CLS] , [MASK] , pega , ##tina , ##s , [MASK] , [SEP]",non_morphemic,4.691369040239223,-2.614633063105831,2.6146330631058827
3493,3493,grifo,grifo,sing,2,default,0.0006228910642676,plural,plural,son,s,[MASK] grifo [MASK],"[CLS] , [MASK] , gri , ##fo , [MASK] , [SEP]",non_morphemic,7.381138911179352,2.133643106950325,-2.133643106950333
3495,3495,grifo,grifos,plur,2,default,0.016306409612298,plural,plural,son,s,[MASK] grifos [MASK],"[CLS] , [MASK] , gri , ##fos , [MASK] , [SEP]",non_morphemic,4.1161970207148455,-2.7797327417952467,2.7797327417953386
3497,3497,grifo,grifo##s,plur,3,artificial,0.0065483725629746,plural,plural,son,s,[MASK] grifo##s [MASK],"[CLS] , [MASK] , gri , ##fo , ##s , [MASK] , [SEP]",non_morphemic,5.028538723875173,-1.8072385583422346,1.807238558342299
3499,3499,temblor,temblor,sing,2,default,0.0009716396452859,plural,plural,son,es,[MASK] temblor [MASK],"[CLS] , [MASK] , tembl , ##or , [MASK] , [SEP]",non_morphemic,6.936525557545725,1.9671902549184637,-1.9671902549184548
3501,3501,temblor,temblores,plur,2,default,0.0087269470095634,plural,plural,son,es,[MASK] temblores [MASK],"[CLS] , [MASK] , tembl , ##ores , [MASK] , [SEP]",non_morphemic,4.741339682830003,-2.656117518343742,2.656117518343746
3503,3503,temblor,temblor##es,plur,3,artificial,0.0096160909160971,plural,plural,son,es,[MASK] temblor##es [MASK],"[CLS] , [MASK] , tembl , ##or , ##es , [MASK] , [SEP]",non_morphemic,4.644317446564974,-2.4977979779508823,2.4977979779509862
3505,3505,ganadero,ganadero,sing,2,default,7.757244748063385e-05,plural,plural,son,s,[MASK] ganadero [MASK],"[CLS] , [MASK] , gana , ##dero , [MASK] , [SEP]",non_morphemic,9.464298252062456,2.326902956095073,-2.326902956094968
3507,3507,ganadero,ganaderos,plur,2,default,0.0015980449970811,plural,plural,son,s,[MASK] ganaderos [MASK],"[CLS] , [MASK] , gana , ##deros , [MASK] , [SEP]",non_morphemic,6.4389742736608016,-1.8112802682988383,1.8112802682991163
3509,3509,ganadero,ganadero##s,plur,3,artificial,0.0007963130483403,plural,plural,son,s,[MASK] ganadero##s [MASK],"[CLS] , [MASK] , gana , ##dero , ##s , [MASK] , [SEP]",non_morphemic,7.135518172623423,-1.6320743470268235,1.632074347027058
3511,3511,delirio,delirio,sing,2,default,0.0006713708862662,plural,plural,son,s,[MASK] delirio [MASK],"[CLS] , [MASK] , deli , ##rio , [MASK] , [SEP]",non_morphemic,7.306188837083833,1.6894092303523571,-1.6894092303523816
3513,3513,delirio,delirios,plur,2,default,0.0027681021019816,plural,plural,son,s,[MASK] delirios [MASK],"[CLS] , [MASK] , deli , ##rios , [MASK] , [SEP]",non_morphemic,5.889593355352946,-2.0750522146483164,2.07505221464848
3515,3515,delirio,delirio##s,plur,3,artificial,0.0035595057997852,plural,plural,son,s,[MASK] delirio##s [MASK],"[CLS] , [MASK] , deli , ##rio , ##s , [MASK] , [SEP]",non_morphemic,5.6381335640396655,-1.5269437317187906,1.5269437317188699
3517,3517,cerco,cerco,sing,2,default,0.0006208459381014,plural,plural,son,s,[MASK] cerco [MASK],"[CLS] , [MASK] , cer , ##co , [MASK] , [SEP]",non_morphemic,7.384427593602633,2.1796317640828082,-2.1796317640828127
3519,3519,cerco,cercos,plur,2,default,0.0086976662278175,plural,plural,son,s,[MASK] cercos [MASK],"[CLS] , [MASK] , cer , ##cos , [MASK] , [SEP]",non_morphemic,4.744700538983124,-1.7895464637241263,1.7895464637241416
3521,3521,cerco,cerco##s,plur,3,artificial,0.0033769134897738,plural,plural,son,s,[MASK] cerco##s [MASK],"[CLS] , [MASK] , cer , ##co , ##s , [MASK] , [SEP]",non_morphemic,5.690793155385705,-0.9551648701940589,0.9551648701940849
3523,3523,instalador,instalador,sing,2,default,0.0001077937849913,plural,plural,son,es,[MASK] instalador [MASK],"[CLS] , [MASK] , instalado , ##r , [MASK] , [SEP]",non_morphemic,9.13529055429264,2.2199083492150393,-2.2199083492156184
3525,3525,instalador,instaladores,plur,2,default,0.0025564304087311,plural,plural,son,es,[MASK] instaladores [MASK],"[CLS] , [MASK] , instalado , ##res , [MASK] , [SEP]",non_morphemic,5.969143365120769,-1.8290567479456552,1.8290567479457212
3527,3527,instalador,instalador##es,plur,3,artificial,0.0028782761655747,plural,plural,son,es,[MASK] instalador##es [MASK],"[CLS] , [MASK] , instalado , ##r , ##es , [MASK] , [SEP]",non_morphemic,5.850563717658878,-1.5721363316660089,1.5721363316661192
3529,3529,motorista,motorista,sing,2,default,8.882309339242056e-05,plural,plural,son,s,[MASK] motorista [MASK],"[CLS] , [MASK] , motor , ##ista , [MASK] , [SEP]",non_morphemic,9.32886388105062,3.077148869494965,-3.077148869494921
3531,3531,motorista,motoristas,plur,2,default,0.0038616291712969,plural,plural,son,s,[MASK] motoristas [MASK],"[CLS] , [MASK] , motor , ##istas , [MASK] , [SEP]",non_morphemic,5.556666119446981,-1.9636821957610575,1.963682195761117
3533,3533,motorista,motorista##s,plur,3,artificial,0.0021943303290754,plural,plural,son,s,[MASK] motorista##s [MASK],"[CLS] , [MASK] , motor , ##ista , ##s , [MASK] , [SEP]",non_morphemic,6.121878368263672,-1.3227309743993203,1.322730974399414
